journal_entry_id,company_id,journal_type_id,journal_entry_code,journal_entry,serial_number,entry_date,debit_credit_balanced,cancelled,audited,closing_type,last_modified,user_id,journal_entry_id,line_item,company_id,account_id,description,debit,credit,account_id,company_id,account_code,account,balance_sheet_order,profit_loss_order,postable,visible_for_posting,inventory_type,bank_account_type,balance_sheet_section_id,profit_loss_section_id,fiscal_id,last_modified,user_id
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,41,1,479,"Final Balance 2014",NULL,0,479,1,216-10-009,"RENTS RETAINED VAT",0,0,1,1,0,0,64,0,0,"2005-01-26 18:31:50",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,42,1,490,"Final Balance 2014",NULL,50000,490,1,301-01,"EQUITY AT PAR",0,0,1,1,0,0,67,0,0,"2005-01-26 18:37:40",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,43,1,492,"Final Balance 2014",NULL,17896.57,492,1,304-01-004,"FY 2004",0,0,1,1,0,0,67,0,0,"2015-01-20 14:39:33",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,44,1,603,"Final Balance 2014",NULL,47852.92,603,1,304-01-006,"FY 2006",0,0,1,1,0,0,67,0,0,"2015-01-20 14:39:14",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,45,1,649,"Final Balance 2014",NULL,130246.45,649,1,304-01-007,"FY 2007",0,0,1,1,0,0,67,0,0,"2015-01-20 14:39:01",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,46,1,665,"Final Balance 2014",NULL,80665.68,665,1,304-01-008,"FY 2008",0,0,1,1,0,0,67,0,0,"2015-01-20 14:38:50",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,47,1,696,"Final Balance 2014",NULL,394145.97,696,1,304-01-013,"FY 2013",0,0,1,1,0,0,67,0,0,"2015-01-20 14:38:39",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,48,1,712,"Final Balance 2014",NULL,589173.29,712,1,304-01-014,"FY 2014",0,0,1,1,0,0,67,0,0,"2015-01-20 14:38:25",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,49,1,723,"Final Balance 2014",53251.11,NULL,723,1,304-02-001,"FY 2001",0,0,1,1,0,0,67,0,0,"2015-01-20 14:35:26",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,50,1,723,"Final Balance 2014",21273.61,NULL,723,1,304-02-001,"FY 2001",0,0,1,1,0,0,67,0,0,"2015-01-20 14:35:26",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,51,1,748,"Final Balance 2014",56773.64,NULL,748,1,304-02-002,"FY 2002",0,0,1,1,0,0,67,0,0,"2015-01-20 14:35:48",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,52,1,776,"Final Balance 2014",52960.36,NULL,776,1,304-02-003,"FY 2003",0,0,1,1,0,0,67,0,0,"2015-01-20 14:36:14",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,53,1,812,"Final Balance 2014",27045.72,NULL,812,1,304-02-005,"FY 2005",0,0,1,1,0,0,67,0,0,"2015-01-20 14:36:29",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,54,1,813,"Final Balance 2014",122833.43,NULL,813,1,304-02-009,"FY 2009",0,0,1,1,0,0,67,0,0,"2015-01-20 14:36:41",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,55,1,814,"Final Balance 2014",11367.29,NULL,814,1,304-02-010,"FY 2010",0,0,1,1,0,0,67,0,0,"2015-01-20 14:36:53",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,56,1,815,"Final Balance 2014",20173.33,NULL,815,1,304-02-011,"FY 2011",0,0,1,1,0,0,67,0,0,"2015-01-20 14:37:05",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,57,1,816,"Final Balance 2014",124196.51,NULL,816,1,304-02-012,"FY 2012",0,0,1,1,0,0,67,0,0,"2015-01-20 14:37:17",4
4274,1,13,CA-2017,"TAX RETURNS DECEMBER 2014",15001,"2015-01-19 00:00:00",1,0,0,0,"2015-02-24 16:09:23",2,4274,1,1,476,DEC'2014,0,NULL,476,1,216-04,"SERVICES RETAINED TAX",0,0,1,1,0,0,64,0,0,"2005-01-26 18:30:41",3
4275,1,15,GR-001,"Expenses Report January´2015.",15002,"2015-01-02 00:00:00",1,0,0,0,"2015-02-24 16:11:27",2,4275,1,1,569,I-WACA66167,592.69,NULL,569,1,601-83,"NON-DEDUCTIBLE EXPENSES",0,0,1,1,0,0,0,76,0,"2005-02-04 14:37:31",3
4275,1,15,GR-001,"Expenses Report January´2015.",15002,"2015-01-02 00:00:00",1,0,0,0,"2015-02-24 16:11:27",2,4275,2,1,356,"Expenses repotr",NULL,592.69,356,1,102-01-001,"BANK OF AMERICA ACCOUNT #xxx-xxx-4582",0,0,1,1,0,0,61,0,0,"2015-01-20 13:00:41",4
4276,1,15,GR-002,"Expenses Report January´2015.",15003,"2015-01-02 00:00:00",1,0,0,0,"2015-02-24 16:13:48",2,4276,1,1,544,I-IWACA66166,343.97,NULL,544,1,601-55-010,"MISCELLANEOUS OFFICE SUPPLIERS",0,0,1,1,0,0,0,76,43,"2005-02-04 13:38:33",3
4276,1,15,GR-002,"Expenses Report January´2015.",15003,"2015-01-02 00:00:00",1,0,0,0,"2015-02-24 16:13:48",2,4276,2,1,412,"I-IWACA66166       ",55.03,NULL,412,1,118-01,"VAT TO BE CREDITS - PRE-PAID",0,0,1,1,0,0,61,0,0,"2005-01-26 14:10:45",3
4276,1,15,GR-002,"Expenses Report January´2015.",15003,"2015-01-02 00:00:00",1,0,0,0,"2015-02-24 16:13:48",2,4276,3,1,356,"Expenses repotr",NULL,399,356,1,102-01-001,"BANK OF AMERICA ACCOUNT #xxx-xxx-4582",0,0,1,1,0,0,61,0,0,"2015-01-20 13:00:41",4
4277,1,13,CA-2019,"Company Expenses paid by Employee January´15.",15004,"2015-01-26 00:00:00",1,0,0,0,"2015-02-24 16:19:15",2,4277,1,1,536,I-SEVAF123895,334.48,NULL,536,1,601-56,"REPAIR & MAITENANCE",0,0,1,1,0,0,0,76,44,"2005-02-04 13:31:44",3
4277,1,13,CA-2019,"Company Expenses paid by Employee January´15.",15004,"2015-01-26 00:00:00",1,0,0,0,"2015-02-24 16:19:15",2,4277,2,1,412,"I-SEVAF123895         ",53.52,NULL,412,1,118-01,"VAT TO BE CREDITS - PRE-PAID",0,0,1,1,0,0,61,0,0,"2005-01-26 14:10:45",3
4277,1,13,CA-2019,"Company Expenses paid by Employee January´15.",15004,"2015-01-26 00:00:00",1,0,0,0,"2015-02-24 16:19:15",2,4277,3,1,640,"CENTRO DISTRIBUCION ORIENTE,SA C.V.",NULL,388,640,1,205-02-012,"SIES, PERSONAL",0,0,1,1,0,0,64,0,0,"2006-01-06 17:16:35",3
4277,1,13,CA-2019,"Company Expenses paid by Employee January´15.",15004,"2015-01-26 00:00:00",1,0,0,0,"2015-02-24 16:19:15",2,4277,4,1,569,AT&T,733,NULL,569,1,601-83,"NON-DEDUCTIBLE EXPENSES",0,0,1,1,0,0,0,76,0,"2005-02-04 14:37:31",3
4277,1,13,CA-2019,"Company Expenses paid by Employee January´15.",15004,"2015-01-26 00:00:00",1,0,0,0,"2015-02-24 16:19:15",2,4277,5,1,640,AT&T,NULL,733,640,1,205-02-012,"SIES, PERSONAL",0,0,1,1,0,0,64,0,0,"2006-01-06 17:16:35",3
4277,1,13,CA-2019,"Company Expenses paid by Employee January´15.",15004,"2015-01-26 00:00:00",1,0,0,0,"2015-02-24 16:19:15",2,4277,6,1,571,I-474639,1583.55,NULL,571,1,601-57,"INSURANCE EXPENSES",0,0,1,1,0,0,0,76,134,"2005-02-04 14:39:32",3
4277,1,13,CA-2019,"Company Expenses paid by Employee January´15.",15004,"2015-01-26 00:00:00",1,0,0,0,"2015-02-24 16:19:15",2,4277,7,1,412,"I-474639        ",253.45,NULL,412,1,118-01,"VAT TO BE CREDITS - PRE-PAID",0,0,1,1,0,0,61,0,0,"2005-01-26 14:10:45",3
4277,1,13,CA-2019,"Company Expenses paid by Employee January´15.",15004,"2015-01-26 00:00:00",1,0,0,0,"2015-02-24 16:19:15",2,4277,8,1,640,Hedge,NULL,1837,640,1,205-02-012,"SIES, PERSONAL",0,0,1,1,0,0,64,0,0,"2006-01-06 17:16:35",3
4278,1,13,CA-2018,"General expenses CC January´2015.",15005,"2015-01-21 00:00:00",1,0,0,0,"2015-02-24 16:21:27",2,4278,1,1,569,ComCast,769,NULL,569,1,601-83,"NON-DEDUCTIBLE EXPENSES",0,0,1,1,0,0,0,76,0,"2005-02-04 14:37:31",3
4278,1,13,CA-2018,"General expenses CC January´2015.",15005,"2015-01-21 00:00:00",1,0,0,0,"2015-02-24 16:21:27",2,4278,2,1,799,ComCast,NULL,769,799,1,205-02-014,"CASH REWARDS CREDIT CARD - 6267",0,0,1,1,0,0,64,0,0,"2015-01-20 13:25:09",4
4278,1,13,CA-2018,"General expenses CC January´2015.",15005,"2015-01-21 00:00:00",1,0,0,0,"2015-02-24 16:21:27",2,4278,3,1,569,"DIF debit Card",133.58,NULL,569,1,601-83,"NON-DEDUCTIBLE EXPENSES",0,0,1,1,0,0,0,76,0,"2005-02-04 14:37:31",3
4278,1,13,CA-2018,"General expenses CC January´2015.",15005,"2015-01-21 00:00:00",1,0,0,0,"2015-02-24 16:21:27",2,4278,4,1,799,"DIF debit Card",NULL,133.58,799,1,205-02-014,"CASH REWARDS CREDIT CARD - 6267",0,0,1,1,0,0,64,0,0,"2015-01-20 13:25:09",4
4279,1,13,CA-2016,"Sales January´2015 F-K1038 Customer.",15006,"2015-01-15 00:00:00",1,0,0,0,"2015-02-24 16:23:48",2,4279,1,1,780,I-K1038,116480,NULL,780,1,105-02-001,"CUSTOMER ABC (COLOMBIA)",0,0,1,1,0,0,61,0,0,"2015-01-20 12:31:58",4
4279,1,13,CA-2016,"Sales January´2015 F-K1038 Customer.",15006,"2015-01-15 00:00:00",1,0,0,0,"2015-02-24 16:23:48",2,4279,2,1,778,I-K1038,NULL,116480,778,1,401-04-001,"CUSTOMER ABC (COLOMBIA)",0,0,1,1,0,0,0,68,0,"2015-04-15 10:07:23",4
4280,1,16,SA-001,"INVOICE PAYMENT K1037Customer January´2015.",15007,"2015-01-21 00:00:00",1,0,0,0,"2015-02-24 16:26:19",2,4280,1,1,356,"Invoice Payment K 1037",78790.56,NULL,356,1,102-01-001,"BANK OF AMERICA ACCOUNT #xxx-xxx-4582",0,0,1,1,0,0,61,0,0,"2015-01-20 13:00:41",4
4280,1,16,SA-001,"INVOICE PAYMENT K1037Customer January´2015.",15007,"2015-01-21 00:00:00",1,0,0,0,"2015-02-24 16:26:19",2,4280,2,1,780,"Invoice Payment K 1037",NULL,111120,780,1,105-02-001,"CUSTOMER ABC (COLOMBIA)",0,0,1,1,0,0,61,0,0,"2015-01-20 12:31:58",4
4280,1,16,SA-001,"INVOICE PAYMENT K1037Customer January´2015.",15007,"2015-01-21 00:00:00",1,0,0,0,"2015-02-24 16:26:19",2,4280,3,1,784,"Invoice K 1037",38809.44,NULL,784,1,113-08-001,"RETAINED TAX - COLOMBIA",0,0,1,1,0,0,61,0,0,"2015-01-20 12:32:48",4
4280,1,16,SA-001,"INVOICE PAYMENT K1037Customer January´2015.",15007,"2015-01-21 00:00:00",1,0,0,0,"2015-02-24 16:26:19",2,4280,4,1,585,"Invoice K 1037",NULL,6480,585,1,702-01,"GAIN ON CURRENCY EXCHANGE",0,0,1,1,0,0,0,78,0,"2005-02-04 14:49:19",3
4281,1,15,GR-003,"L.A Travel Expenses January´2015.",15008,"2015-01-30 00:00:00",1,0,0,0,"2015-04-14 16:41:22",4,4281,1,1,637,"IKEA BURBANK",2537.32,NULL,637,1,601-49-001,"L.A. TRAVEL",0,0,1,1,0,0,0,76,0,"2006-01-06 15:53:27",3
4281,1,15,GR-003,"L.A Travel Expenses January´2015.",15008,"2015-01-30 00:00:00",1,0,0,0,"2015-04-14 16:41:22",4,4281,2,1,356,"IKEA BURBANK",NULL,2537.32,356,1,102-01-001,"BANK OF AMERICA ACCOUNT #xxx-xxx-4582",0,0,1,1,0,0,61,0,0,"2015-01-20 13:00:41",4
4281,1,15,GR-003,"L.A Travel Expenses January´2015.",15008,"2015-01-30 00:00:00",1,0,0,0,"2015-04-14 16:41:22",4,4281,3,1,637,"TEPPAN STEAK",693.63,NULL,637,1,601-49-001,"L.A. TRAVEL",0,0,1,1,0,0,0,76,0,"2006-01-06 15:53:27",3
4281,1,15,GR-003,"L.A Travel Expenses January´2015.",15008,"2015-01-30 00:00:00",1,0,0,0,"2015-04-14 16:41:22",4,4281,4,1,356,"TEPPAN STEAK",NULL,693.63,356,1,102-01-001,"BANK OF AMERICA ACCOUNT #xxx-xxx-4582",0,0,1,1,0,0,61,0,0,"2015-01-20 13:00:41",4
4282,1,13,CA-2020,"Bank Account Fees January 2015.",15009,"2015-01-30 00:00:00",1,0,0,0,"2015-02-24 16:32:38",2,4282,1,1,588,"Online Banking fee",220,NULL,588,1,701-10,"LATE PAYMENT FEES",0,0,1,1,0,0,0,77,0,"2006-02-13 13:02:30",3
